category	time	position	Fst	pi	Dxy	T
swp	3	130000	0.10033488798	0.0002482524244	3.24265658788714e-05	80
neu	4	130000	0.05779118408	0.0002669331778	1.78985815401578e-05	100
swp	4	130000	0.1026873868	0.0002478083232	3.34015876526338e-05	100
neu	5	130000	0.0580303703086172	0.000266414607815631	1.78366179059226e-05	200
swp	5	130000	0.105451786244	0.000248493142	3.42128372201517e-05	200
neu	6	130000	0.0573830504328657	0.000263518106613226	1.77252251049848e-05	300
swp	6	130000	0.10574488664	0.0002490697446	3.38234470050903e-05	300
neu	7	130000	0.0565914862124249	0.000261893060721443	1.72309224057556e-05	400
swp	7	130000	0.10783189254	0.0002506061076	3.43909323727116e-05	400
neu	8	130000	0.0582343936072144	0.000261611268937876	1.76702256783303e-05	500
swp	8	130000	0.10935343814	0.0002510715252	3.44467263501413e-05	500
neu	0	150000	0.06146154538	0.0002668237444	1.8683197784353e-05	20
swp	0	150000	0.06015602907	0.0002702928344	1.90242639600313e-05	20
neu	1	150000	0.06068870844	0.0002653507726	1.85472655049095e-05	40
swp	1	150000	0.07483083576	0.000260225865	2.32809880389038e-05	40
neu	2	150000	0.05962616568	0.0002662656848	1.79076432170704e-05	60
swp	2	150000	0.09172232652	0.0002515204184	2.84799382734771e-05	60
neu	3	150000	0.058001081884	0.0002645452068	1.73109685248492e-05	80
swp	3	150000	0.09887373266	0.000246758907	3.05452831891733e-05	80
neu	4	150000	0.05940992405	0.0002650570464	1.77010053554213e-05	100
swp	4	150000	0.1001501837	0.0002468850634	3.14384042365755e-05	100
neu	5	150000	0.0576750321503006	0.000263407704208417	1.70233409822973e-05	200
swp	5	150000	0.1011160343	0.0002471725392	3.12776050266943e-05	200
neu	6	150000	0.0576659589779559	0.000260213065330661	1.69118017234543e-05	300
swp	6	150000	0.10179174358	0.0002487569584	3.12907680821247e-05	300
neu	7	150000	0.0569025359519038	0.000258617627254509	1.65147955213991e-05	400
swp	7	150000	0.106079182408	0.0002482770432	3.3155975141534e-05	400
neu	8	150000	0.0564800381142285	0.000257356208416834	1.67833956899547e-05	500
swp	8	150000	0.10883986032	0.00024864513	3.37311429290591e-05	500
neu	0	170000	0.05793792084	0.0002653701352	1.81859741887793e-05	20
swp	0	170000	0.05843449129094	0.0002653224874	1.74392086708779e-05	20
neu	1	170000	0.05734304954	0.0002650337238	1.78465084326316e-05	40
swp	1	170000	0.07354897466	0.000257797426	2.16516963502373e-05	40
neu	2	170000	0.05875190945	0.000265745863	1.83501967021977e-05	60
swp	2	170000	0.09039855972	0.0002501485254	2.70669460142291e-05	60
neu	3	170000	0.058008904548	0.0002639480772	1.80254911580866e-05	80
swp	3	170000	0.09544394344	0.0002466101184	2.90104034043626e-05	80
neu	4	170000	0.05845417628	0.0002634313416	1.81630618111813e-05	100
swp	4	170000	0.09860512632	0.0002459865908	2.96675426101657e-05	100
neu	5	170000	0.0582333484168337	0.00026330368496994	1.72875834178679e-05	200
swp	5	170000	0.103826516384	0.0002467545682	3.17116014120256e-05	200
neu	6	170000	0.0605478609218437	0.000261665511823647	1.83637304741709e-05	300
swp	6	170000	0.10351484636	0.0002484120826	3.14142288043767e-05	300
neu	7	170000	0.0583872614048096	0.00025972733006012	1.77094358957594e-05	400
swp	7	170000	0.10744666774	0.0002496234616	3.27927213721758e-05	400
neu	8	170000	0.0592124012124248	0.000259809695791583	1.77599402176524e-05	500
swp	8	170000	0.11153403738	0.0002496510854	3.38741050485218e-05	500
neu	0	190000	0.055009827628	0.0002605183038	1.59812218674154e-05	20
swp	0	190000	0.0553000322	0.0002654748914	1.61808551851012e-05	20
neu	1	190000	0.05658850208	0.0002603382354	1.67307700113315e-05	40
swp	1	190000	0.0712538427	0.0002576284536	2.08685998743085e-05	40
neu	2	190000	0.05805932354	0.0002599735856	1.70860366310652e-05	60
swp	2	190000	0.08836822746	0.0002500464408	2.59028351255447e-05	60
neu	3	190000	0.05713904942	0.0002597047488	1.69165227421557e-05	80
swp	3	190000	0.09531649644	0.0002467885548	2.82263552391175e-05	80
neu	4	190000	0.056603000924	0.0002588818888	1.66327460626741e-05	100
swp	4	190000	0.09937006272	0.0002458697828	2.95539220551303e-05	100
neu	5	190000	0.056485679	0.000256835140681363	1.63448491626873e-05	200
swp	5	190000	0.1008930946	0.0002464702378	2.94808881952259e-05	200
neu	6	190000	0.0585778468136273	0.000255856090180361	1.7195339219903e-05	300
swp	6	190000	0.10159243578	0.0002481655252	2.95723292170861e-05	300
neu	7	190000	0.0551618302324649	0.000254487657314629	1.58861599001433e-05	400
swp	7	190000	0.10337698994	0.000249493487	3.02129894421406e-05	400
neu	8	190000	0.058583927503006	0.000255393597795591	1.70128279944866e-05	500
swp	8	190000	0.10713422252	0.000251200574	3.18492546497974e-05	500
neu	0	210000	0.05787166378	0.0002650041966	1.7611085412325e-05	20
swp	0	210000	0.054889457052	0.000269521627	1.71458303517185e-05	20
neu	1	210000	0.05827661298	0.0002640011832	1.79705525906593e-05	40
swp	1	210000	0.06810285592	0.0002609203038	2.14176888171727e-05	40
neu	2	210000	0.05917679354	0.0002630986122	1.86420652009716e-05	60
swp	2	210000	0.0835740196	0.0002517729746	2.61598741789359e-05	60
neu	3	210000	0.05746901234	0.0002626470936	1.76415440115073e-05	80
swp	3	210000	0.0910491819	0.0002492198326	2.87134754949407e-05	80
neu	4	210000	0.05799827432	0.0002627229498	1.82069069365347e-05	100
swp	4	210000	0.09379916468	0.0002481165064	2.99195919559922e-05	100
neu	5	210000	0.0594198287334669	0.000262172236673347	1.82962108177898e-05	200
swp	5	210000	0.0985050876	0.0002492959964	3.12968361979287e-05	200
neu	6	210000	0.0603449907214429	0.000260254764529058	1.90930630867766e-05	300
swp	6	210000	0.0976646457	0.0002520155164	3.05436889665626e-05	300
neu	7	210000	0.0575800923246493	0.000259306211222445	1.74574768441561e-05	400
swp	7	210000	0.10311036386	0.0002511413436	3.22970772843474e-05	400
neu	8	210000	0.0597548521402806	0.000259540827855711	1.79013697364165e-05	500
swp	8	210000	0.105514404936	0.0002532650938	3.36911183091483e-05	500
neu	0	230000	0.058870180458	0.0002645735316	1.85315208367438e-05	20
swp	0	230000	0.0571684756586	0.0002660833222	1.76025273501126e-05	20
neu	1	230000	0.057035777344	0.0002635225054	1.76249147919551e-05	40
swp	1	230000	0.072547950396	0.000258861584	2.23481009318167e-05	40
neu	2	230000	0.05821468596	0.000262720576	1.78579365992752e-05	60
swp	2	230000	0.088647318716	0.0002496388052	2.74218810260787e-05	60
neu	3	230000	0.058713601664	0.000262217368	1.79685312225608e-05	80
swp	3	230000	0.09497328676	0.0002455144352	2.85767056208254e-05	80
neu	4	230000	0.056406992258	0.0002626066898	1.76038853120191e-05	100
swp	4	230000	0.100990762206	0.0002445371442	3.08785768727564e-05	100
neu	5	230000	0.0607813561723447	0.000262785828857715	1.87819743916143e-05	200
swp	5	230000	0.10348884756	0.0002452483962	3.1439204884345e-05	200
neu	6	230000	0.060115042987976	0.000260182296993988	1.86344697783675e-05	300
swp	6	230000	0.103026811296	0.0002470234006	3.18442494606349e-05	300
neu	7	230000	0.0590299308016032	0.000258997909819639	1.78804708010614e-05	400
swp	7	230000	0.1051260752	0.0002476293354	3.21799754332523e-05	400
neu	8	230000	0.0588016196593186	0.000258496241082164	1.76033948892408e-05	500
swp	8	230000	0.10602425752	0.0002491417578	3.20321406602711e-05	500
neu	0	250000	0.057231366488	0.0002657216846	1.70044253156381e-05	20
swp	0	250000	0.0584592185	0.0002661984004	1.78975062250741e-05	20
neu	1	250000	0.057909650028	0.0002646245494	1.73753635605938e-05	40
swp	1	250000	0.07189442116	0.0002559482564	2.15363581645742e-05	40
neu	2	250000	0.05858648101	0.000264163875	1.79094257740136e-05	60
swp	2	250000	0.08804596154	0.0002470764932	2.58787202664311e-05	60
neu	3	250000	0.05504871343	0.0002635058458	1.62262882836572e-05	80
swp	3	250000	0.09368037398	0.000243134165	2.79828901380598e-05	80
neu	4	250000	0.058815489768	0.0002634916178	1.76638376428736e-05	100
swp	4	250000	0.09655740746	0.0002428164838	2.87946434965975e-05	100
neu	5	250000	0.0601101150541082	0.000262962381162325	1.81409398920535e-05	200
swp	5	250000	0.103282967082	0.0002427745012	3.14714136182034e-05	200
neu	6	250000	0.0578613653647295	0.000261536331863727	1.71489239132049e-05	300
swp	6	250000	0.10339629956	0.0002445525262	3.14104158955754e-05	300
neu	7	250000	0.0569185534268537	0.000260154354108216	1.68555328725206e-05	400
swp	7	250000	0.105659255528	0.0002454730958	3.26432368356473e-05	400
neu	8	250000	0.0542968328230461	0.000259691523246493	1.59410977020198e-05	500
swp	8	250000	0.10903702127	0.0002469506354	3.36787242500566e-05	500
neu	0	270000	0.06035595	0.0002677477856	1.84884543041987e-05	20
swp	0	270000	0.059048804026	0.000264025886	1.7758879495191e-05	20
neu	1	270000	0.058285412206	0.0002665621534	1.71642076570295e-05	40
swp	1	270000	0.0749361838	0.0002554663816	2.23857336470041e-05	40
neu	2	270000	0.059318382116	0.0002660600064	1.79211003621432e-05	60
swp	2	270000	0.09139101224	0.000247925721	2.70260292640464e-05	60
neu	3	270000	0.05814138394	0.000265635084	1.74585509226496e-05	80
swp	3	270000	0.0998715811	0.0002439242936	2.92982525273587e-05	80
neu	4	270000	0.05949512762	0.0002652547024	1.80889522963817e-05	100
swp	4	270000	0.10275811736	0.0002424616562	3.04672223908557e-05	100
neu	5	270000	0.0607749915911824	0.000264904149498998	1.81644021410894e-05	200
swp	5	270000	0.10722961858	0.0002436694168	3.20402810687461e-05	200
neu	6	270000	0.0599589867334669	0.000261466679759519	1.74769747829243e-05	300
swp	6	270000	0.10924631636	0.0002445366734	3.23700713339589e-05	300
neu	7	270000	0.0593337485971944	0.000259407020440882	1.69198938073629e-05	400
swp	7	270000	0.1079801853	0.0002466049128	3.23112664368104e-05	400
neu	8	270000	0.0580712679158317	0.000258069093787575	1.67627485385844e-05	500
swp	8	270000	0.11190699018	0.0002473311608	3.30762829875154e-05	500
neu	0	290000	0.05912595819	0.000262034107	1.82760947096057e-05	20
swp	0	290000	0.060473660886	0.000256542887	1.78088950588881e-05	20
neu	1	290000	0.05982193958	0.0002607296568	1.85816568629535e-05	40
swp	1	290000	0.07565536572	0.000247490437	2.18877792892895e-05	40
neu	2	290000	0.05983877056	0.000261292948	1.83947637604557e-05	60
swp	2	290000	0.09283057644	0.0002381473814	2.71129857590632e-05	60
neu	3	290000	0.0578559255	0.0002598726228	1.78826138758111e-05	80
swp	3	290000	0.10335586818	0.0002348328652	3.03934002502867e-05	80
neu	4	290000	0.05972479536	0.0002597909498	1.84598832570957e-05	100
swp	4	290000	0.10406350422	0.0002338287252	3.07224449032527e-05	100
neu	5	290000	0.0600368856312625	0.000260493398196393	1.82593950290371e-05	200
swp	5	290000	0.11024435378	0.0002335199778	3.27911648574732e-05	200
neu	6	290000	0.0596527083707415	0.000257038902204409	1.75344172141871e-05	300
swp	6	290000	0.11222176942	0.0002348362662	3.28810836038942e-05	300
neu	7	290000	0.0563028751903808	0.000256275473747495	1.64189191028028e-05	400
swp	7	290000	0.11286491782	0.0002368742674	3.3407774159397e-05	400
neu	8	290000	0.05543624198998	0.000255247728857715	1.60184134881669e-05	500
swp	8	290000	0.11297658076	0.0002367548	3.32143692437133e-05	500
neu	0	310000	0.0616332517	0.0002632952628	1.92786721517859e-05	20
swp	0	310000	0.05795047176	0.0002663549518	1.69157356600874e-05	20
neu	1	310000	0.06288797864	0.0002634581688	1.94513828007039e-05	40
swp	1	310000	0.07565152222	0.0002554235512	2.26885196619893e-05	40
neu	2	310000	0.060430055888	0.0002627170394	1.82957831454376e-05	60
swp	2	310000	0.09556928762	0.0002461157854	2.86997050891933e-05	60
neu	3	310000	0.058204380302	0.0002623036768	1.77151209420486e-05	80
swp	3	310000	0.10220572188	0.0002419643062	3.07346279621029e-05	80
neu	4	310000	0.0602962548226	0.0002618970394	1.82817300656795e-05	100
swp	4	310000	0.106858990974	0.0002407174948	3.24598626735831e-05	100
neu	5	310000	0.0601231206472946	0.000262035070340681	1.86024538377657e-05	200
swp	5	310000	0.1091790787	0.0002403305024	3.25948735473107e-05	200
neu	6	310000	0.05962023150501	0.000260211957314629	1.79780939119927e-05	300
swp	6	310000	0.11359827158	0.0002408678294	3.38805303059273e-05	300
neu	7	310000	0.0568623471743487	0.000258309439278557	1.68671921610469e-05	400
swp	7	310000	0.11393477026	0.0002430568974	3.4196247850754e-05	400
neu	8	310000	0.0560109004288577	0.000259721040280561	1.65376281126443e-05	500
swp	8	310000	0.11634195332	0.0002438190856	3.50756290312493e-05	500
neu	0	330000	0.05624488604	0.0002684528452	1.72900303452378e-05	20
swp	0	330000	0.05662131794	0.0002611161742	1.63365234853678e-05	20
neu	1	330000	0.05743382874	0.0002683849628	1.73759737621007e-05	40
swp	1	330000	0.07140766714	0.000249629938	2.07500496594872e-05	40
neu	2	330000	0.05593144912	0.0002681414278	1.68646384808141e-05	60
swp	2	330000	0.091317905824	0.0002413271912	2.72790688940689e-05	60
neu	3	330000	0.0557965023	0.0002674033422	1.671307361129e-05	80
swp	3	330000	0.09880646402	0.0002369558202	2.93306730383077e-05	80
neu	4	330000	0.056942142522	0.0002670549076	1.77532918186653e-05	100
swp	4	330000	0.10443176504	0.0002355555702	3.13761722990208e-05	100
neu	5	330000	0.0578805466132265	0.000267821482965932	1.78074666517335e-05	200
swp	5	330000	0.11009496902	0.0002366137968	3.30457226046472e-05	200
neu	6	330000	0.0569550918236473	0.000266492822244489	1.73099129660979e-05	300
swp	6	330000	0.11147925964	0.0002378816194	3.33569604250929e-05	300
neu	7	330000	0.0568251243547094	0.000263695019438878	1.69165489950289e-05	400
swp	7	330000	0.11111427976	0.0002404195476	3.31376855770582e-05	400
neu	8	330000	0.0551419245871743	0.000263489825250501	1.68816475826348e-05	500
swp	8	330000	0.114418460160321	0.00024123388256513	3.50617691218007e-05	500
neu	0	350000	0.055563190596	0.000270250489	1.77273552870021e-05	20
swp	0	350000	0.056683559368	0.000266882677	1.7600820094564e-05	20
neu	1	350000	0.056157153006	0.0002700921518	1.78059612906266e-05	40
swp	1	350000	0.072380902398	0.0002557516708	2.25233877059387e-05	40
neu	2	350000	0.055392547664	0.0002696993634	1.76242600204612e-05	60
swp	2	350000	0.09044157298	0.0002461371844	2.81067074330476e-05	60
neu	3	350000	0.05549576294	0.000269469448	1.75908172613329e-05	80
swp	3	350000	0.09788019784	0.0002419699882	3.04281104581025e-05	80
neu	4	350000	0.0561387995	0.0002687475828	1.81605201389552e-05	100
swp	4	350000	0.101330358962	0.0002410428956	3.1341234834956e-05	100
neu	5	350000	0.0571096513627255	0.000268392123046092	1.83661825785431e-05	200
swp	5	350000	0.106560358202	0.000240923206	3.30181239256467e-05	200
neu	6	350000	0.0564569107607214	0.000265954968336673	1.84414321839774e-05	300
swp	6	350000	0.10919525474	0.0002434517396	3.35724794902298e-05	300
neu	7	350000	0.0589212891743487	0.000264829661122244	1.86260099378357e-05	400
swp	7	350000	0.109047128724	0.0002453752212	3.33676906829437e-05	400
neu	8	350000	0.0577806792184369	0.000265044424248497	1.84267651557309e-05	500
swp	8	350000	0.1098216092	0.0002473455582	3.3631398368698e-05	500
neu	0	370000	0.05764258828	0.0002604065992	1.71224842796486e-05	20
swp	0	370000	0.05743119586	0.0002588385626	1.71050193471118e-05	20
neu	1	370000	0.05779801806	0.0002588207714	1.69997156137738e-05	40
swp	1	370000	0.074244634154	0.0002484495042	2.14333765877514e-05	40
neu	2	370000	0.05761069474	0.0002598212264	1.68204301147082e-05	60
swp	2	370000	0.09241284104	0.0002387625036	2.59835379988457e-05	60
neu	3	370000	0.05821721142	0.0002592996184	1.73686678821006e-05	80
swp	3	370000	0.0988207074	0.0002356173804	2.79264462026803e-05	80
neu	4	370000	0.056368734094	0.0002596967126	1.61217438774586e-05	100
swp	4	370000	0.102327364394	0.0002351754494	2.87152132758832e-05	100
neu	5	370000	0.0578121144689379	0.000258679438076152	1.65797490100471e-05	200
swp	5	370000	0.10608688404	0.0002350354544	3.0041150980356e-05	200
neu	6	370000	0.0561119482745491	0.000256299418236473	1.54736312329561e-05	300
swp	6	370000	0.10856202538	0.0002351059622	3.04048963649249e-05	300
neu	7	370000	0.0567773896192385	0.00025465571262525	1.5534053451997e-05	400
swp	7	370000	0.10928356384	0.0002369143256	3.11910547583758e-05	400
neu	8	370000	0.0572075702244489	0.000253855727655311	1.54856838974882e-05	500
swp	8	370000	0.1134343456	0.0002388818874	3.21566704574581e-05	500
neu	0	390000	0.05765481948	0.000262427463	1.73805613879908e-05	20
swp	0	390000	0.05601066738	0.0002548883318	1.67897527630369e-05	20
neu	1	390000	0.05645560942	0.000261896246	1.69696277035648e-05	40
swp	1	390000	0.07131100254	0.0002456704888	2.1200599040223e-05	40
neu	2	390000	0.0597851534044	0.000262082631	1.75604570074703e-05	60
swp	2	390000	0.09006571966	0.0002359659238	2.61629409468614e-05	60
neu	3	390000	0.05895714194	0.000261879898	1.74513016497971e-05	80
swp	3	390000	0.0971692726	0.0002323027584	2.81672027736376e-05	80
neu	4	390000	0.05657596078	0.0002615329288	1.64477746295395e-05	100
swp	4	390000	0.10019293004	0.0002323077004	2.89441805493965e-05	100
neu	5	390000	0.0591998994028056	0.000261043174348697	1.72616762017398e-05	200
swp	5	390000	0.105164564	0.0002327325748	3.08543121979309e-05	200
neu	6	390000	0.0565929439078156	0.000258393162725451	1.63964272864478e-05	300
swp	6	390000	0.1084287194	0.000232270181	3.30797545961843e-05	300
neu	7	390000	0.058105978496994	0.000258034244689379	1.69768186644217e-05	400
swp	7	390000	0.11192071292	0.0002337863594	3.31312690489947e-05	400
neu	8	390000	0.0604694195190381	0.000256729699799599	1.77859391692214e-05	500
swp	8	390000	0.11377707364	0.000235471776	3.35385911437098e-05	500
neu	0	410000	0.05711153138	0.0002614908836	1.63228816419711e-05	20
swp	0	410000	0.0590199000102	0.0002626135356	1.78873172380718e-05	20
neu	1	410000	0.05584389888	0.0002625625246	1.63310468988217e-05	40
swp	1	410000	0.07707928854	0.0002523958358	2.27351522397282e-05	40
neu	2	410000	0.05589876436	0.0002623789072	1.5899732102107e-05	60
swp	2	410000	0.098662785	0.0002427321412	2.90554563244262e-05	60
neu	3	410000	0.055782056576	0.000261774286	1.59214483635576e-05	80
swp	3	410000	0.10632760436	0.0002392011134	3.14958913686229e-05	80
neu	4	410000	0.05508257702	0.0002617441994	1.60442444633246e-05	100
swp	4	410000	0.10962168056	0.0002380294754	3.19627882336083e-05	100
neu	5	410000	0.0562508669679359	0.000260339120841683	1.63391682404851e-05	200
swp	5	410000	0.11581899438	0.0002387102956	3.45292767717026e-05	200
neu	6	410000	0.0586355740480962	0.000260081413026052	1.69308598780666e-05	300
swp	6	410000	0.11702445058	0.0002366842954	3.53275090204361e-05	300
neu	7	410000	0.0572664364529058	0.000259020830861723	1.64564297303192e-05	400
swp	7	410000	0.12111561682	0.000238670069	3.68349123354723e-05	400
neu	8	410000	0.0581080221242485	0.000256730993787575	1.70666556200411e-05	500
swp	8	410000	0.12082000538	0.000240890081	3.64616386732216e-05	500
neu	0	430000	0.056425991758	0.0002645454252	1.68908654957935e-05	20
swp	0	430000	0.0580723477518	0.0002605360152	1.74516370415425e-05	20
neu	1	430000	0.05722108746	0.0002643557124	1.72653790341691e-05	40
swp	1	430000	0.074483351848	0.000250773581	2.18920689905108e-05	40
neu	2	430000	0.056604797892	0.0002652785092	1.68051430938283e-05	60
swp	2	430000	0.096442770226	0.0002408582458	2.84945719218244e-05	60
neu	3	430000	0.056529392324	0.0002632883428	1.64881436022173e-05	80
swp	3	430000	0.10536875584	0.0002372737826	3.14502292123032e-05	80
neu	4	430000	0.055109993052	0.0002626178576	1.63747749630151e-05	100
swp	4	430000	0.10891560034	0.0002349948888	3.27555393861366e-05	100
neu	5	430000	0.0557310037675351	0.000262460357715431	1.68397306541835e-05	200
swp	5	430000	0.111174590654	0.0002354217866	3.28771179628032e-05	200
neu	6	430000	0.0582044214208417	0.000261960042685371	1.71866572803121e-05	300
swp	6	430000	0.11413614524	0.0002358151492	3.39756682378935e-05	300
neu	7	430000	0.0569163963006012	0.000259850754108216	1.67136971079425e-05	400
swp	7	430000	0.1189345146	0.000236812822	3.52938916194728e-05	400
neu	8	430000	0.0554825677831663	0.000259641524649299	1.58039700423368e-05	500
swp	8	430000	0.11853274162	0.0002382633976	3.47982489223739e-05	500
neu	0	450000	0.06057557724	0.0002634429482	1.78387949919532e-05	20
swp	0	450000	0.05518231208	0.0002631831366	1.73138466270518e-05	20
neu	1	450000	0.060110011504	0.0002637419026	1.75412358277957e-05	40
swp	1	450000	0.0733746069516	0.0002548275514	2.20265606795178e-05	40
neu	2	450000	0.060519663566	0.000263813661	1.74873249128057e-05	60
swp	2	450000	0.0933735685	0.0002441975578	2.78376338028017e-05	60
neu	3	450000	0.05929126114	0.000262432127	1.70003721313502e-05	80
swp	3	450000	0.0991757027	0.0002405163378	2.95542285104123e-05	80
neu	4	450000	0.05892710226	0.000261553493	1.71764182913539e-05	100
swp	4	450000	0.10200938636	0.0002393547886	3.04436936666817e-05	100
neu	5	450000	0.0608831025290581	0.00026003406012024	1.78243814501163e-05	200
swp	5	450000	0.10855133204	0.0002381098836	3.33379213080055e-05	200
neu	6	450000	0.0598150988777555	0.000260599003206413	1.73231191910116e-05	300
swp	6	450000	0.10983424512	0.0002411779028	3.30138455703858e-05	300
neu	7	450000	0.058013857755511	0.000259517893787575	1.68334436694284e-05	400
swp	7	450000	0.11565534046	0.000242026248	3.5142700323786e-05	400
neu	8	450000	0.057060505490982	0.000258602805611222	1.62567407037231e-05	500
swp	8	450000	0.11404952624	0.000244426365	3.42060002554102e-05	500
neu	0	470000	0.06156281518	0.000266025811	1.93846482183297e-05	20
swp	0	470000	0.05731275968	0.0002625427638	1.69740976937679e-05	20
neu	1	470000	0.062707954826	0.0002660357026	1.94944794565615e-05	40
swp	1	470000	0.0766906783	0.000251958313	2.2239508533342e-05	40
neu	2	470000	0.06137812206	0.0002665283396	1.89620208323386e-05	60
swp	2	470000	0.10005018702	0.000241406341	2.94900436813383e-05	60
neu	3	470000	0.06189504576	0.000265264189	1.93979065255801e-05	80
swp	3	470000	0.10990551612	0.0002371143046	3.21470192400326e-05	80
neu	4	470000	0.06118611122	0.0002642359894	1.88727819905508e-05	100
swp	4	470000	0.11085829212	0.0002364408268	3.16164645034076e-05	100
